name,time,index,rank,value,lastValue,age
Batman Returns (1992),2000-06-01,43,8,82879660.0658672,82879660.0658672,0
Jurassic Park (1993),2000-06-01,43,9,82825878.6039085,82825878.6039085,0
Independence Day (1996),2000-06-01,43,10,80235152.9797109,80235152.9797109,0.3
Men in Black (1997),2000-06-01,43,11,80215980.8488257,80215980.8488257,0.5
Mission: Impossible (1996),2000-06-01,43,12,73692913.0238673,73692913.0238673,0.2
The Lost World: Jurassic Park (1997),2000-12-01,44,1,114434475.918727,114434475.918727,0.3
Star Wars: Episode I - The Phantom Menace (1999),2000-12-01,44,2,99241686.0455422,99241686.0455422,0.7
Batman Forever (1995),2000-12-01,44,3,88025315.4729921,88025315.4729921,0
Toy Story 2 (1999),2000-12-01,44,4,86405560.7474644,86405560.7474644,0.8
Mission: Impossible II (2000),2000-12-01,44,5,85373208.7221603,85373208.7221603,0.9
Austin Powers: The Spy Who Shagged Me (1999),2000-12-01,44,6,84079513.3818795,84079513.3818795,0.7
Batman (1989),2000-12-01,44,7,82920128.6575987,82920128.6575987,0
Batman Returns (1992),2000-12-01,44,8,82879660.0658672,82879660.0658672,0
Jurassic Park (1993),2000-12-01,44,9,82825878.6039085,82825878.6039085,0
Independence Day (1996),2000-12-01,44,10,80235152.9797109,80235152.9797109,0.2
Men in Black (1997),2000-12-01,44,11,80215980.8488257,80215980.8488257,0.4
How the Grinch Stole Christmas (2000),2000-12-01,44,12,80177915.2625429,0,1
The Lost World: Jurassic Park (1997),2001-06-01,45,1,114434475.918727,114434475.918727,0.2
Star Wars: Episode I - The Phantom Menace (1999),2001-06-01,45,2,99241686.0455422,99241686.0455422,0.6
The Mummy Returns (2001),2001-06-01,45,3,97453007.6937535,0,1
Batman Forever (1995),2001-06-01,45,4,88025315.4729921,88025315.4729921,0
Toy Story 2 (1999),2001-06-01,45,5,86405560.7474644,86405560.7474644,0.7
Mission: Impossible II (2000),2001-06-01,45,6,85373208.7221603,85373208.7221603,0.8
Pearl Harbor (2001),2001-06-01,45,7,84495145.3403264,0,1
Austin Powers: The Spy Who Shagged Me (1999),2001-06-01,45,8,84079513.3818795,84079513.3818795,0.6
Hannibal (2001),2001-06-01,45,9,82956540.2133258,0,1
Batman (1989),2001-06-01,45,10,82920128.6575987,82920128.6575987,0
Batman Returns (1992),2001-06-01,45,11,82879660.0658672,82879660.0658672,0
Jurassic Park (1993),2001-06-01,45,12,82825878.6039085,82825878.6039085,0
Harry Potter and the Sorcerer's Stone (2001),2001-12-01,46,1,129358496.831499,0,1
The Lost World: Jurassic Park (1997),2001-12-01,46,2,114434475.918727,114434475.918727,0.1
Star Wars: Episode I - The Phantom Menace (1999),2001-12-01,46,3,99241686.0455422,99241686.0455422,0.5
Planet of the Apes  (2001),2001-12-01,46,4,98182157.3736189,0,1
The Mummy Returns (2001),2001-12-01,46,5,97453007.6937535,97453007.6937535,0.9
Rush Hour 2 (2001),2001-12-01,46,6,96570827.5358286,0,1
Monsters, Inc. (2001),2001-12-01,46,7,89649585.2531905,0,1
Batman Forever (1995),2001-12-01,46,8,88025315.4729921,88025315.4729921,0
Toy Story 2 (1999),2001-12-01,46,9,86405560.7474644,86405560.7474644,0.6
Mission: Impossible II (2000),2001-12-01,46,10,85373208.7221603,85373208.7221603,0.7
Pearl Harbor (2001),2001-12-01,46,11,84495145.3403264,84495145.3403264,0.9
Austin Powers: The Spy Who Shagged Me (1999),2001-12-01,46,12,84079513.3818795,84079513.3818795,0.5
Spider-Man (2002),2002-06-01,47,1,162513376.353942,0,1
Harry Potter and the Sorcerer's Stone (2001),2002-06-01,47,2,129358496.831499,129358496.831499,0.9
The Lost World: Jurassic Park (1997),2002-06-01,47,3,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2002-06-01,47,4,113245595.058307,0,1
Star Wars: Episode I - The Phantom Menace (1999),2002-06-01,47,5,99241686.0455422,99241686.0455422,0.4
Planet of the Apes  (2001),2002-06-01,47,6,98182157.3736189,98182157.3736189,0.9
The Mummy Returns (2001),2002-06-01,47,7,97453007.6937535,97453007.6937535,0.8
Rush Hour 2 (2001),2002-06-01,47,8,96570827.5358286,96570827.5358286,0.9
Monsters, Inc. (2001),2002-06-01,47,9,89649585.2531905,89649585.2531905,0.9
Batman Forever (1995),2002-06-01,47,10,88025315.4729921,88025315.4729921,0
Toy Story 2 (1999),2002-06-01,47,11,86405560.7474644,86405560.7474644,0.5
Mission: Impossible II (2000),2002-06-01,47,12,85373208.7221603,85373208.7221603,0.6
Spider-Man (2002),2002-12-01,48,1,162513376.353942,162513376.353942,0.9
Harry Potter and the Sorcerer's Stone (2001),2002-12-01,48,2,129358496.831499,129358496.831499,0.8
Harry Potter and the Chamber of Secrets (2002),2002-12-01,48,3,123519685.699802,0,1
The Lost World: Jurassic Park (1997),2002-12-01,48,4,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2002-12-01,48,5,113245595.058307,113245595.058307,0.9
Austin Powers in Goldmember (2002),2002-12-01,48,6,102150144.597492,0,1
Star Wars: Episode I - The Phantom Menace (1999),2002-12-01,48,7,99241686.0455422,99241686.0455422,0.3
Planet of the Apes  (2001),2002-12-01,48,8,98182157.3736189,98182157.3736189,0.8
The Mummy Returns (2001),2002-12-01,48,9,97453007.6937535,97453007.6937535,0.7
Rush Hour 2 (2001),2002-12-01,48,10,96570827.5358286,96570827.5358286,0.8
Monsters, Inc. (2001),2002-12-01,48,11,89649585.2531905,89649585.2531905,0.8
Batman Forever (1995),2002-12-01,48,12,88025315.4729921,88025315.4729921,0
Spider-Man (2002),2003-06-01,49,1,162513376.353942,162513376.353942,0.8
Harry Potter and the Sorcerer's Stone (2001),2003-06-01,49,2,129358496.831499,129358496.831499,0.7
The Matrix Reloaded (2003),2003-06-01,49,3,127385491.61728,0,1
Harry Potter and the Chamber of Secrets (2002),2003-06-01,49,4,123519685.699802,123519685.699802,0.9
X2: X-Men United (2003),2003-06-01,49,5,118757948.477269,0,1
The Lost World: Jurassic Park (1997),2003-06-01,49,6,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2003-06-01,49,7,113245595.058307,113245595.058307,0.8
Austin Powers in Goldmember (2002),2003-06-01,49,8,102150144.597492,102150144.597492,0.9
Star Wars: Episode I - The Phantom Menace (1999),2003-06-01,49,9,99241686.0455422,99241686.0455422,0.2
Planet of the Apes  (2001),2003-06-01,49,10,98182157.3736189,98182157.3736189,0.7
Finding Nemo (2003),2003-06-01,49,11,97511368.6132168,0,1
The Mummy Returns (2001),2003-06-01,49,12,97453007.6937535,97453007.6937535,0.6
Spider-Man (2002),2003-12-01,50,1,162513376.353942,162513376.353942,0.7
Harry Potter and the Sorcerer's Stone (2001),2003-12-01,50,2,129358496.831499,129358496.831499,0.6
The Matrix Reloaded (2003),2003-12-01,50,3,127385491.61728,127385491.61728,0.9
Harry Potter and the Chamber of Secrets (2002),2003-12-01,50,4,123519685.699802,123519685.699802,0.8
X2: X-Men United (2003),2003-12-01,50,5,118757948.477269,118757948.477269,0.9
The Lost World: Jurassic Park (1997),2003-12-01,50,6,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2003-12-01,50,7,113245595.058307,113245595.058307,0.7
Austin Powers in Goldmember (2002),2003-12-01,50,8,102150144.597492,102150144.597492,0.8
The Lord of the Rings: The Return of the King (2003),2003-12-01,50,9,99507796.7629326,0,1
Star Wars: Episode I - The Phantom Menace (1999),2003-12-01,50,10,99241686.0455422,99241686.0455422,0.1
Planet of the Apes  (2001),2003-12-01,50,11,98182157.3736189,98182157.3736189,0.6
Finding Nemo (2003),2003-12-01,50,12,97511368.6132168,97511368.6132168,0.9
Spider-Man (2002),2004-06-01,51,1,162513376.353942,162513376.353942,0.6
Shrek 2 (2004),2004-06-01,51,2,145355270.608491,0,1
Harry Potter and the Sorcerer's Stone (2001),2004-06-01,51,3,129358496.831499,129358496.831499,0.5
The Matrix Reloaded (2003),2004-06-01,51,4,127385491.61728,127385491.61728,0.8
Harry Potter and the Prisoner of Azkaban (2004),2004-06-01,51,5,126047945.729571,0,1
Harry Potter and the Chamber of Secrets (2002),2004-06-01,51,6,123519685.699802,123519685.699802,0.7
X2: X-Men United (2003),2004-06-01,51,7,118757948.477269,118757948.477269,0.8
Spider-Man 2 (2004),2004-06-01,51,8,118606293.168851,0,1
The Lost World: Jurassic Park (1997),2004-06-01,51,9,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2004-06-01,51,10,113245595.058307,113245595.058307,0.6
The Passion of the Christ (2004),2004-06-01,51,11,112810070.641271,0,1
Austin Powers in Goldmember (2002),2004-06-01,51,12,102150144.597492,102150144.597492,0.7
Spider-Man (2002),2004-12-01,52,1,162513376.353942,162513376.353942,0.5
Shrek 2 (2004),2004-12-01,52,2,145355270.608491,145355270.608491,0.9
Harry Potter and the Sorcerer's Stone (2001),2004-12-01,52,3,129358496.831499,129358496.831499,0.4
The Matrix Reloaded (2003),2004-12-01,52,4,127385491.61728,127385491.61728,0.7
Harry Potter and the Prisoner of Azkaban (2004),2004-12-01,52,5,126047945.729571,126047945.729571,0.9
Harry Potter and the Chamber of Secrets (2002),2004-12-01,52,6,123519685.699802,123519685.699802,0.6
X2: X-Men United (2003),2004-12-01,52,7,118757948.477269,118757948.477269,0.7
Spider-Man 2 (2004),2004-12-01,52,8,118606293.168851,118606293.168851,0.9
The Lost World: Jurassic Park (1997),2004-12-01,52,9,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2004-12-01,52,10,113245595.058307,113245595.058307,0.5
The Passion of the Christ (2004),2004-12-01,52,11,112810070.641271,112810070.641271,0.9
Austin Powers in Goldmember (2002),2004-12-01,52,12,102150144.597492,102150144.597492,0.6
Spider-Man (2002),2005-06-01,53,1,162513376.353942,162513376.353942,0.4
Shrek 2 (2004),2005-06-01,53,2,145355270.608491,145355270.608491,0.8
Star Wars: Episode III - Revenge of the Sith (2005),2005-06-01,53,3,142275436.853216,0,1
Harry Potter and the Sorcerer's Stone (2001),2005-06-01,53,4,129358496.831499,129358496.831499,0.3
The Matrix Reloaded (2003),2005-06-01,53,5,127385491.61728,127385491.61728,0.6
Harry Potter and the Prisoner of Azkaban (2004),2005-06-01,53,6,126047945.729571,126047945.729571,0.8
Harry Potter and the Chamber of Secrets (2002),2005-06-01,53,7,123519685.699802,123519685.699802,0.5
X2: X-Men United (2003),2005-06-01,53,8,118757948.477269,118757948.477269,0.6
Spider-Man 2 (2004),2005-06-01,53,9,118606293.168851,118606293.168851,0.8
The Lost World: Jurassic Park (1997),2005-06-01,53,10,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2005-06-01,53,11,113245595.058307,113245595.058307,0.4
The Passion of the Christ (2004),2005-06-01,53,12,112810070.641271,112810070.641271,0.8
Spider-Man (2002),2005-12-01,54,1,162513376.353942,162513376.353942,0.3
Shrek 2 (2004),2005-12-01,54,2,145355270.608491,145355270.608491,0.7
Star Wars: Episode III - Revenge of the Sith (2005),2005-12-01,54,3,142275436.853216,142275436.853216,0.9
Harry Potter and the Goblet of Fire (2005),2005-12-01,54,4,131738675.498375,0,1
Harry Potter and the Sorcerer's Stone (2001),2005-12-01,54,5,129358496.831499,129358496.831499,0.2
The Matrix Reloaded (2003),2005-12-01,54,6,127385491.61728,127385491.61728,0.5
Harry Potter and the Prisoner of Azkaban (2004),2005-12-01,54,7,126047945.729571,126047945.729571,0.7
Harry Potter and the Chamber of Secrets (2002),2005-12-01,54,8,123519685.699802,123519685.699802,0.4
X2: X-Men United (2003),2005-12-01,54,9,118757948.477269,118757948.477269,0.5
Spider-Man 2 (2004),2005-12-01,54,10,118606293.168851,118606293.168851,0.7
The Lost World: Jurassic Park (1997),2005-12-01,54,11,114434475.918727,114434475.918727,0
Star Wars: Episode II - Attack of the Clones (2002),2005-12-01,54,12,113245595.058307,113245595.058307,0.3
Spider-Man (2002),2006-06-01,55,1,162513376.353942,162513376.353942,0.2
Shrek 2 (2004),2006-06-01,55,2,145355270.608491,145355270.608491,0.6
Star Wars: Episode III - Revenge of the Sith (2005),2006-06-01,55,3,142275436.853216,142275436.853216,0.8
Harry Potter and the Goblet of Fire (2005),2006-06-01,55,4,131738675.498375,131738675.498375,0.9
X-Men: The Last Stand (2006),2006-06-01,55,5,129404737.405451,0,1
Harry Potter and the Sorcerer's Stone (2001),2006-06-01,55,6,129358496.831499,129358496.831499,0.1
The Matrix Reloaded (2003),2006-06-01,55,7,127385491.61728,127385491.61728,0.4
Harry Potter and the Prisoner of Azkaban (2004),2006-06-01,55,8,126047945.729571,126047945.729571,0.6
Harry Potter and the Chamber of Secrets (2002),2006-06-01,55,9,123519685.699802,123519685.699802,0.3
X2: X-Men United (2003),2006-06-01,55,10,118757948.477269,118757948.477269,0.4
Spider-Man 2 (2004),2006-06-01,55,11,118606293.168851,118606293.168851,0.6
The Lost World: Jurassic Park (1997),2006-06-01,55,12,114434475.918727,114434475.918727,0
Pirates of the Caribbean: Dead Man's Chest (2006),2006-12-01,56,1,169725507.77938,0,1
Spider-Man (2002),2006-12-01,56,2,162513376.353942,162513376.353942,0.1
Shrek 2 (2004),2006-12-01,56,3,145355270.608491,145355270.608491,0.5
Star Wars: Episode III - Revenge of the Sith (2005),2006-12-01,56,4,142275436.853216,142275436.853216,0.7
Harry Potter and the Goblet of Fire (2005),2006-12-01,56,5,131738675.498375,131738675.498375,0.8
X-Men: The Last Stand (2006),2006-12-01,56,6,129404737.405451,129404737.405451,0.9
Harry Potter and the Sorcerer's Stone (2001),2006-12-01,56,7,129358496.831499,129358496.831499,0
The Matrix Reloaded (2003),2006-12-01,56,8,127385491.61728,127385491.61728,0.3
Harry Potter and the Prisoner of Azkaban (2004),2006-12-01,56,9,126047945.729571,126047945.729571,0.5
Harry Potter and the Chamber of Secrets (2002),2006-12-01,56,10,123519685.699802,123519685.699802,0.2
X2: X-Men United (2003),2006-12-01,56,11,118757948.477269,118757948.477269,0.3
Spider-Man 2 (2004),2006-12-01,56,12,118606293.168851,118606293.168851,0.5
Spider-Man 3 (2007),2007-06-01,57,1,185326540.569443,0,1
Pirates of the Caribbean: Dead Man's Chest (2006),2007-06-01,57,2,169725507.77938,169725507.77938,0.9
Spider-Man (2002),2007-06-01,57,3,162513376.353942,162513376.353942,0
Shrek the Third (2007),2007-06-01,57,4,149163919.588291,0,1
Shrek 2 (2004),2007-06-01,57,5,145355270.608491,145355270.608491,0.4
Star Wars: Episode III - Revenge of the Sith (2005),2007-06-01,57,6,142275436.853216,142275436.853216,0.6
Pirates of the Caribbean: At World's End (2007),2007-06-01,57,7,140706239.021396,0,1
Harry Potter and the Goblet of Fire (2005),2007-06-01,57,8,131738675.498375,131738675.498375,0.7
X-Men: The Last Stand (2006),2007-06-01,57,9,129404737.405451,129404737.405451,0.8
Harry Potter and the Sorcerer's Stone (2001),2007-06-01,57,10,129358496.831499,129358496.831499,0
The Matrix Reloaded (2003),2007-06-01,57,11,127385491.61728,127385491.61728,0.2
Harry Potter and the Prisoner of Azkaban (2004),2007-06-01,57,12,126047945.729571,126047945.729571,0.4
Spider-Man 3 (2007),2007-12-01,58,1,185326540.569443,185326540.569443,0.9
Pirates of the Caribbean: Dead Man's Chest (2006),2007-12-01,58,2,169725507.77938,169725507.77938,0.8
Spider-Man (2002),2007-12-01,58,3,162513376.353942,162513376.353942,0
Shrek the Third (2007),2007-12-01,58,4,149163919.588291,149163919.588291,0.9
Shrek 2 (2004),2007-12-01,58,5,145355270.608491,145355270.608491,0.3
Star Wars: Episode III - Revenge of the Sith (2005),2007-12-01,58,6,142275436.853216,142275436.853216,0.5
Pirates of the Caribbean: At World's End (2007),2007-12-01,58,7,140706239.021396,140706239.021396,0.9
Harry Potter and the Goblet of Fire (2005),2007-12-01,58,8,131738675.498375,131738675.498375,0.6
X-Men: The Last Stand (2006),2007-12-01,58,9,129404737.405451,129404737.405451,0.7
Harry Potter and the Sorcerer's Stone (2001),2007-12-01,58,10,129358496.831499,129358496.831499,0
The Matrix Reloaded (2003),2007-12-01,58,11,127385491.61728,127385491.61728,0.1
Harry Potter and the Prisoner of Azkaban (2004),2007-12-01,58,12,126047945.729571,126047945.729571,0.3
Spider-Man 3 (2007),2008-06-01,59,1,185326540.569443,185326540.569443,0.8
Pirates of the Caribbean: Dead Man's Chest (2006),2008-06-01,59,2,169725507.77938,169725507.77938,0.7
Spider-Man (2002),2008-06-01,59,3,162513376.353942,162513376.353942,0
Shrek the Third (2007),2008-06-01,59,4,149163919.588291,149163919.588291,0.8
Shrek 2 (2004),2008-06-01,59,5,145355270.608491,145355270.608491,0.2
Star Wars: Episode III - Revenge of the Sith (2005),2008-06-01,59,6,142275436.853216,142275436.853216,0.4
Pirates of the Caribbean: At World's End (2007),2008-06-01,59,7,140706239.021396,140706239.021396,0.8
Harry Potter and the Goblet of Fire (2005),2008-06-01,59,8,131738675.498375,131738675.498375,0.5
X-Men: The Last Stand (2006),2008-06-01,59,9,129404737.405451,129404737.405451,0.6
Harry Potter and the Sorcerer's Stone (2001),2008-06-01,59,10,129358496.831499,129358496.831499,0
The Matrix Reloaded (2003),2008-06-01,59,11,127385491.61728,127385491.61728,0
Harry Potter and the Prisoner of Azkaban (2004),2008-06-01,59,12,126047945.729571,126047945.729571,0.2
The Dark Knight (2008),2008-12-01,60,1,190446274.711606,0,1
Spider-Man 3 (2007),2008-12-01,60,2,185326540.569443,185326540.569443,0.7
Pirates of the Caribbean: Dead Man's Chest (2006),2008-12-01,60,3,169725507.77938,169725507.77938,0.6
Spider-Man (2002),2008-12-01,60,4,162513376.353942,162513376.353942,0
Shrek the Third (2007),2008-12-01,60,5,149163919.588291,149163919.588291,0.7
Shrek 2 (2004),2008-12-01,60,6,145355270.608491,145355270.608491,0.1
Star Wars: Episode III - Revenge of the Sith (2005),2008-12-01,60,7,142275436.853216,142275436.853216,0.3
Pirates of the Caribbean: At World's End (2007),2008-12-01,60,8,140706239.021396,140706239.021396,0.7
Harry Potter and the Goblet of Fire (2005),2008-12-01,60,9,131738675.498375,131738675.498375,0.4
X-Men: The Last Stand (2006),2008-12-01,60,10,129404737.405451,129404737.405451,0.5
Harry Potter and the Sorcerer's Stone (2001),2008-12-01,60,11,129358496.831499,129358496.831499,0
The Matrix Reloaded (2003),2008-12-01,60,12,127385491.61728,127385491.61728,0
The Dark Knight (2008),2009-06-01,61,1,190446274.711606,190446274.711606,0.9
Spider-Man 3 (2007),2009-06-01,61,2,185326540.569443,185326540.569443,0.6
Pirates of the Caribbean: Dead Man's Chest (2006),2009-06-01,61,3,169725507.77938,169725507.77938,0.5
Spider-Man (2002),2009-06-01,61,4,162513376.353942,162513376.353942,0
Shrek the Third (2007),2009-06-01,61,5,149163919.588291,149163919.588291,0.6
Shrek 2 (2004),2009-06-01,61,6,145355270.608491,145355270.608491,0
Star Wars: Episode III - Revenge of the Sith (2005),2009-06-01,61,7,142275436.853216,142275436.853216,0.2
Pirates of the Caribbean: At World's End (2007),2009-06-01,61,8,140706239.021396,140706239.021396,0.6
Harry Potter and the Goblet of Fire (2005),2009-06-01,61,9,131738675.498375,131738675.498375,0.3
X-Men: The Last Stand (2006),2009-06-01,61,10,129404737.405451,129404737.405451,0.4
Harry Potter and the Sorcerer's Stone (2001),2009-06-01,61,11,129358496.831499,129358496.831499,0
Transformers: Revenge of the Fallen (2009),2009-06-01,61,12,128933232.41974,0,1
The Dark Knight (2008),2009-12-01,62,1,190446274.711606,190446274.711606,0.8
Spider-Man 3 (2007),2009-12-01,62,2,185326540.569443,185326540.569443,0.5
Pirates of the Caribbean: Dead Man's Chest (2006),2009-12-01,62,3,169725507.77938,169725507.77938,0.4
The Twilight Saga: New Moon (2009),2009-12-01,62,4,167024532.154923,0,1
Spider-Man (2002),2009-12-01,62,5,162513376.353942,162513376.353942,0
Shrek the Third (2007),2009-12-01,62,6,149163919.588291,149163919.588291,0.5
Shrek 2 (2004),2009-12-01,62,7,145355270.608491,145355270.608491,0
Star Wars: Episode III - Revenge of the Sith (2005),2009-12-01,62,8,142275436.853216,142275436.853216,0.1
Pirates of the Caribbean: At World's End (2007),2009-12-01,62,9,140706239.021396,140706239.021396,0.5
Harry Potter and the Goblet of Fire (2005),2009-12-01,62,10,131738675.498375,131738675.498375,0.2
X-Men: The Last Stand (2006),2009-12-01,62,11,129404737.405451,129404737.405451,0.3
Harry Potter and the Sorcerer's Stone (2001),2009-12-01,62,12,129358496.831499,129358496.831499,0
The Dark Knight (2008),2010-06-01,63,1,190446274.711606,190446274.711606,0.7
Spider-Man 3 (2007),2010-06-01,63,2,185326540.569443,185326540.569443,0.4
Pirates of the Caribbean: Dead Man's Chest (2006),2010-06-01,63,3,169725507.77938,169725507.77938,0.3
The Twilight Saga: New Moon (2009),2010-06-01,63,4,167024532.154923,167024532.154923,0.9
Spider-Man (2002),2010-06-01,63,5,162513376.353942,162513376.353942,0
Iron Man 2 (2010),2010-06-01,63,6,149918149.010999,0,1
Shrek the Third (2007),2010-06-01,63,7,149163919.588291,149163919.588291,0.4
Shrek 2 (2004),2010-06-01,63,8,145355270.608491,145355270.608491,0
Star Wars: Episode III - Revenge of the Sith (2005),2010-06-01,63,9,142275436.853216,142275436.853216,0
Pirates of the Caribbean: At World's End (2007),2010-06-01,63,10,140706239.021396,140706239.021396,0.4
Alice in Wonderland  (2010),2010-06-01,63,11,135851651.220328,0,1
Harry Potter and the Goblet of Fire (2005),2010-06-01,63,12,131738675.498375,131738675.498375,0.1
The Dark Knight (2008),2010-12-01,64,1,190446274.711606,190446274.711606,0.6
Spider-Man 3 (2007),2010-12-01,64,2,185326540.569443,185326540.569443,0.3
Pirates of the Caribbean: Dead Man's Chest (2006),2010-12-01,64,3,169725507.77938,169725507.77938,0.2
The Twilight Saga: New Moon (2009),2010-12-01,64,4,167024532.154923,167024532.154923,0.8
Spider-Man (2002),2010-12-01,64,5,162513376.353942,162513376.353942,0
Iron Man 2 (2010),2010-12-01,64,6,149918149.010999,149918149.010999,0.9
Shrek the Third (2007),2010-12-01,64,7,149163919.588291,149163919.588291,0.3
Shrek 2 (2004),2010-12-01,64,8,145355270.608491,145355270.608491,0
Harry Potter and the Deathly Hallows Part 1 (2010),2010-12-01,64,9,144113152.958453,0,1
Star Wars: Episode III - Revenge of the Sith (2005),2010-12-01,64,10,142275436.853216,142275436.853216,0
Pirates of the Caribbean: At World's End (2007),2010-12-01,64,11,140706239.021396,140706239.021396,0.3
Alice in Wonderland  (2010),2010-12-01,64,12,135851651.220328,135851651.220328,0.9
The Dark Knight (2008),2011-06-01,65,1,190446274.711606,190446274.711606,0.5
Spider-Man 3 (2007),2011-06-01,65,2,185326540.569443,185326540.569443,0.2
Pirates of the Caribbean: Dead Man's Chest (2006),2011-06-01,65,3,169725507.77938,169725507.77938,0.1
The Twilight Saga: New Moon (2009),2011-06-01,65,4,167024532.154923,167024532.154923,0.7
Spider-Man (2002),2011-06-01,65,5,162513376.353942,162513376.353942,0
Iron Man 2 (2010),2011-06-01,65,6,149918149.010999,149918149.010999,0.8
Shrek the Third (2007),2011-06-01,65,7,149163919.588291,149163919.588291,0.2
Shrek 2 (2004),2011-06-01,65,8,145355270.608491,145355270.608491,0
Harry Potter and the Deathly Hallows Part 1 (2010),2011-06-01,65,9,144113152.958453,144113152.958453,0.9
Star Wars: Episode III - Revenge of the Sith (2005),2011-06-01,65,10,142275436.853216,142275436.853216,0
Pirates of the Caribbean: At World's End (2007),2011-06-01,65,11,140706239.021396,140706239.021396,0.2
Alice in Wonderland  (2010),2011-06-01,65,12,135851651.220328,135851651.220328,0.8
The Dark Knight (2008),2011-12-01,66,1,190446274.711606,190446274.711606,0.4
Harry Potter and the Deathly Hallows Part 2 (2011),2011-12-01,66,2,189237684.975535,0,1
Spider-Man 3 (2007),2011-12-01,66,3,185326540.569443,185326540.569443,0.1
Pirates of the Caribbean: Dead Man's Chest (2006),2011-12-01,66,4,169725507.77938,169725507.77938,0
The Twilight Saga: New Moon (2009),2011-12-01,66,5,167024532.154923,167024532.154923,0.6
Spider-Man (2002),2011-12-01,66,6,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 1 (2011),2011-12-01,66,7,154489186.343935,0,1
Iron Man 2 (2010),2011-12-01,66,8,149918149.010999,149918149.010999,0.7
Shrek the Third (2007),2011-12-01,66,9,149163919.588291,149163919.588291,0.1
Shrek 2 (2004),2011-12-01,66,10,145355270.608491,145355270.608491,0
Harry Potter and the Deathly Hallows Part 1 (2010),2011-12-01,66,11,144113152.958453,144113152.958453,0.8
Star Wars: Episode III - Revenge of the Sith (2005),2011-12-01,66,12,142275436.853216,142275436.853216,0
Marvel's The Avengers (2012),2012-06-01,67,1,230698450.756962,0,1
The Dark Knight (2008),2012-06-01,67,2,190446274.711606,190446274.711606,0.3
Harry Potter and the Deathly Hallows Part 2 (2011),2012-06-01,67,3,189237684.975535,189237684.975535,0.9
Spider-Man 3 (2007),2012-06-01,67,4,185326540.569443,185326540.569443,0
Pirates of the Caribbean: Dead Man's Chest (2006),2012-06-01,67,5,169725507.77938,169725507.77938,0
The Hunger Games (2012),2012-06-01,67,6,169639315.907983,0,1
The Twilight Saga: New Moon (2009),2012-06-01,67,7,167024532.154923,167024532.154923,0.5
Spider-Man (2002),2012-06-01,67,8,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 1 (2011),2012-06-01,67,9,154489186.343935,154489186.343935,0.9
Iron Man 2 (2010),2012-06-01,67,10,149918149.010999,149918149.010999,0.6
Shrek the Third (2007),2012-06-01,67,11,149163919.588291,149163919.588291,0
Shrek 2 (2004),2012-06-01,67,12,145355270.608491,145355270.608491,0
Marvel's The Avengers (2012),2012-12-01,68,1,230698450.756962,230698450.756962,0.9
The Dark Knight (2008),2012-12-01,68,2,190446274.711606,190446274.711606,0.2
Harry Potter and the Deathly Hallows Part 2 (2011),2012-12-01,68,3,189237684.975535,189237684.975535,0.8
Spider-Man 3 (2007),2012-12-01,68,4,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2012-12-01,68,5,176840270.778433,0,1
Pirates of the Caribbean: Dead Man's Chest (2006),2012-12-01,68,6,169725507.77938,169725507.77938,0
The Hunger Games (2012),2012-12-01,68,7,169639315.907983,169639315.907983,0.9
The Twilight Saga: New Moon (2009),2012-12-01,68,8,167024532.154923,167024532.154923,0.4
Spider-Man (2002),2012-12-01,68,9,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2012-12-01,68,10,155055367.141531,0,1
The Twilight Saga: Breaking Dawn Part 1 (2011),2012-12-01,68,11,154489186.343935,154489186.343935,0.8
Iron Man 2 (2010),2012-12-01,68,12,149918149.010999,149918149.010999,0.5
Marvel's The Avengers (2012),2013-06-01,69,1,230698450.756962,230698450.756962,0.8
The Dark Knight (2008),2013-06-01,69,2,190446274.711606,190446274.711606,0.1
Iron Man 3 (2013),2013-06-01,69,3,190404172.981049,0,1
Harry Potter and the Deathly Hallows Part 2 (2011),2013-06-01,69,4,189237684.975535,189237684.975535,0.7
Spider-Man 3 (2007),2013-06-01,69,5,185326540.569443,185326540.569443,0
The Dark Knight Rises (2012),2013-06-01,69,6,176840270.778433,176840270.778433,0.9
Pirates of the Caribbean: Dead Man's Chest (2006),2013-06-01,69,7,169725507.77938,169725507.77938,0
The Hunger Games (2012),2013-06-01,69,8,169639315.907983,169639315.907983,0.8
The Twilight Saga: New Moon (2009),2013-06-01,69,9,167024532.154923,167024532.154923,0.3
Spider-Man (2002),2013-06-01,69,10,162513376.353942,162513376.353942,0
The Twilight Saga: Breaking Dawn Part 2 (2012),2013-06-01,69,11,155055367.141531,155055367.141531,0.9
